id,country,year,primary_energy_consumption,co2_emissions,percapita_consumption,coal_consumption,gas_consumption,geothermal_consumption,hydro_consumption,nuclear_consumption,oil_consumption,renewable_consumption,wind_consumption
3523,Other Northern Africa,2007,1.1,67.5,64.5,0,0.37,0,0,0,0.73,0,0
3524,Other Northern Africa,2008,1.14,69.3,66,0,0.4,0,0,0,0.74,0,0
3525,Other Northern Africa,2009,1.22,74.1,69.4,0,0.42,0,0,0,0.8,0,0
3526,Other Northern Africa,2010,1.26,77.8,70.6,0,0.44,0,0,0,0.81,0,0
3527,Other Northern Africa,2011,0.91,57.5,51.3,0,0.37,0,0,0,0.54,0,0
3528,Other Northern Africa,2012,1.08,70.3,61.9,0,0.39,0,0,0,0.69,0,0
3529,Other Northern Africa,2013,1.17,75.2,65.6,0,0.44,0,0,0,0.72,0,0
3530,Other Northern Africa,2014,1.15,74.8,63.7,0,0.41,0,0,0,0.73,0.01,0
3531,Other Northern Africa,2015,1.14,71.6,62.4,0,0.48,0,0,0,0.65,0.01,0
3532,Other Northern Africa,2016,1.17,73.4,63.3,0,0.56,0,0,0,0.6,0.01,0
3533,Other Northern Africa,2017,1.16,73.2,61.8,0,0.53,0,0,0,0.62,0.01,0
3534,Other Northern Africa,2018,1.17,73.8,61.6,0,0.53,0,0,0,0.63,0.01,0
3535,Other Northern Africa,2019,1.15,73,59.8,0,0.5,0,0,0,0.63,0.01,0
3536,Other Northern Africa,2020,1.04,65.8,53.9,0,0.49,0,0,0,0.54,0.01,0
3537,Other Northern Africa,2021,1.29,81.1,65.9,0,0.62,0,0,0,0.66,0.01,0
3538,Other Northern Africa,2022,1.32,82.9,67,0,0.65,0,0,0,0.66,0.01,0
3539,Other South America,1965,0.15,9.9,14.9,0,0,0,0.01,0,0.13,0,0
3540,Other South America,1966,0.16,9.8,15.8,0,0,0,0.02,0,0.13,0,0
3541,Other South America,1967,0.16,10.1,15.9,0,0,0,0.03,0,0.14,0,0
3542,Other South America,1968,0.17,10.2,16,0,0,0,0.03,0,0.14,0,0
3543,Other South America,1969,0.18,11,16.8,0,0,0,0.03,0,0.15,0,0
3544,Other South America,1970,0.19,11.3,17.3,0,0,0,0.03,0,0.15,0,0
3545,Other South America,1971,0.2,11.6,18,0,0,0,0.04,0,0.16,0,0
3546,Other South America,1972,0.21,12.3,18.2,0,0,0,0.04,0,0.17,0,0
3547,Other South America,1973,0.21,12.6,18.7,0,0,0,0.04,0,0.17,0,0
3548,Other South America,1974,0.21,12.2,18,0,0.01,0,0.04,0,0.16,0,0
3549,Other South America,1975,0.23,13.5,19.1,0,0,0,0.04,0,0.18,0,0
3550,Other South America,1976,0.23,14,19.3,0,0.01,0,0.04,0,0.19,0,0
3551,Other South America,1977,0.24,14.4,19.7,0,0.01,0,0.04,0,0.19,0,0
3552,Other South America,1978,0.27,16.1,21.4,0,0.01,0,0.04,0,0.21,0,0
3553,Other South America,1979,0.28,16.7,21.9,0,0.01,0,0.04,0,0.22,0,0
3554,Other South America,1980,0.29,16,22.5,0,0.01,0,0.06,0,0.22,0,0
3555,Other South America,1981,0.28,16,21.4,0,0.01,0,0.05,0,0.21,0,0
3556,Other South America,1982,0.27,14.8,19.9,0,0.01,0,0.06,0,0.2,0,0
3557,Other South America,1983,0.26,13.2,19,0,0.01,0,0.07,0,0.18,0,0
3558,Other South America,1984,0.26,12.9,18.6,0,0.01,0,0.08,0,0.17,0,0
3559,Other South America,1985,0.29,12.8,20.5,0,0.01,0,0.11,0,0.17,0,0
3560,Other South America,1986,0.38,12.7,26.5,0,0.02,0,0.2,0,0.17,0,0
3561,Other South America,1987,0.45,13,30.8,0,0.02,0,0.26,0,0.17,0,0
3562,Other South America,1988,0.48,14.3,31.9,0,0.02,0,0.27,0,0.19,0,0
3563,Other South America,1989,0.53,14.8,34.6,0,0.02,0,0.31,0,0.19,0,0
3564,Other South America,1990,0.57,14.1,36.9,0,0.02,0,0.37,0,0.18,0,0
3565,Other South America,1991,0.62,15.3,38.9,0,0.03,0,0.39,0,0.19,0,0
3566,Other South America,1992,0.63,16.3,38.9,0,0.03,0,0.39,0,0.21,0,0
3567,Other South America,1993,0.68,17.1,41.4,0,0.03,0,0.43,0,0.22,0,0
3568,Other South America,1994,0.75,17.9,44.7,0,0.03,0,0.49,0,0.22,0,0
3569,Other South America,1995,0.84,20.6,49.4,0,0.04,0,0.54,0,0.26,0,0
3570,Other South America,1996,0.88,21.4,51,0,0.04,0,0.57,0,0.27,0,0
3571,Other South America,1997,0.95,21.2,54.2,0,0.04,0,0.64,0,0.27,0,0
3572,Other South America,1998,0.99,21.7,55.4,0,0.04,0,0.67,0,0.27,0,0
3573,Other South America,1999,0.99,23.8,54.8,0,0.04,0,0.65,0,0.3,0,0
3574,Other South America,2000,0.99,21.2,53.7,0,0.04,0,0.68,0,0.27,0,0
3575,Other South America,2001,0.91,20.2,48.7,0,0.04,0,0.62,0,0.25,0,0
3576,Other South America,2002,0.94,20.2,49.7,0,0.04,0,0.65,0,0.25,0,0
3577,Other South America,2003,0.97,21.1,50.8,0,0.05,0,0.67,0,0.26,0,0
3578,Other South America,2004,0.96,22.6,49.3,0,0.05,0,0.63,0,0.28,0,0
3579,Other South America,2005,0.97,23.3,49.4,0,0.06,0,0.63,0,0.28,0,0
3580,Other South America,2006,0.98,24.1,49.2,0,0.06,0,0.63,0,0.29,0,0
3581,Other South America,2007,1.06,26.4,52.5,0,0.07,0,0.67,0,0.31,0,0
3582,Other South America,2008,1.09,29.8,53.7,0,0.08,0.01,0.65,0,0.35,0.01,0
3583,Other South America,2009,1.11,30.6,53.6,0,0.09,0.01,0.64,0,0.36,0.02,0
3584,Other South America,2010,1.13,30.6,54.2,0,0.09,0.01,0.66,0,0.36,0.02,0
3585,Other South America,2011,1.19,33.5,56.2,0,0.11,0.02,0.67,0,0.38,0.02,0
3586,Other South America,2012,1.21,34,56.4,0,0.11,0.02,0.68,0,0.39,0.02,0
3587,Other South America,2013,1.25,34.7,57.8,0,0.12,0.02,0.71,0,0.4,0.03,0
3588,Other South America,2014,1.23,35.2,55.9,0,0.13,0.03,0.67,0,0.4,0.04,0.01
3589,Other South America,2015,1.24,35.6,55.9,0,0.12,0.03,0.65,0,0.4,0.06,0.02
3590,Other South America,2016,1.35,37.6,59.9,0,0.13,0.03,0.72,0,0.43,0.07,0.03
3591,Other South America,2017,1.34,38.5,58.7,0,0.14,0.03,0.68,0,0.44,0.08,0.04
3592,Other South America,2018,1.36,39.6,58.7,0,0.14,0.03,0.67,0,0.45,0.09,0.05
3593,Other South America,2019,1.29,40,55,0,0.14,0.03,0.59,0,0.46,0.1,0.05
3594,Other South America,2020,1.12,33.6,47.4,0,0.12,0.04,0.52,0,0.38,0.11,0.05
3595,Other South America,2021,1.19,41.2,49.8,0,0.13,0.04,0.48,0,0.48,0.11,0.05
3596,Other South America,2022,1.23,41.7,50.9,0,0.13,0.04,0.5,0,0.48,0.1,0.05
3597,Other Southern Africa,1965,0,0.3,1.7,0,0,0,0,0,0,0,0
3598,Other Southern Africa,1966,0.01,0.4,2.1,0,0,0,0,0,0,0,0
3599,Other Southern Africa,1967,0.01,0.4,2.2,0,0,0,0,0,0,0,0
3600,Other Southern Africa,1968,0.01,0.5,2.4,0,0,0,0,0,0,0,0
3601,Other Southern Africa,1969,0.01,0.5,2.5,0,0,0,0,0,0,0,0
3602,Other Southern Africa,1970,0.01,0.6,2.8,0,0,0,0,0,0,0,0
3603,Other Southern Africa,1971,0.01,0.6,2.9,0,0,0,0,0,0,0,0
3604,Other Southern Africa,1972,0.01,0.6,3,0,0,0,0,0,0,0,0
3605,Other Southern Africa,1973,0.01,0.7,3.3,0,0,0,0,0,0,0,0
3606,Other Southern Africa,1974,0.01,0.9,3.8,0,0,0,0,0,0.01,0,0
3607,Other Southern Africa,1975,0.01,1,4,0.01,0,0,0,0,0.01,0,0
3608,Other Southern Africa,1976,0.02,1.3,4.9,0.01,0,0,0,0,0.01,0,0
3609,Other Southern Africa,1977,0.02,1.5,5.1,0.01,0,0,0,0,0.01,0,0
3610,Other Southern Africa,1978,0.03,1.7,9.2,0.01,0,0,0.01,0,0.01,0,0
3611,Other Southern Africa,1979,0.04,1.9,9.4,0.01,0,0,0.01,0,0.01,0,0
3612,Other Southern Africa,1980,0.04,1.9,9.4,0.01,0,0,0.01,0,0.01,0,0
3613,Other Southern Africa,1981,0.04,2,9.2,0.01,0,0,0.01,0,0.01,0,0
3614,Other Southern Africa,1982,0.04,2,9,0.01,0,0,0.01,0,0.01,0,0
3615,Other Southern Africa,1983,0.04,1.8,8.2,0.01,0,0,0.01,0,0.01,0,0
3616,Other Southern Africa,1984,0.04,1.9,8.3,0.01,0,0,0.01,0,0.01,0,0
3617,Other Southern Africa,1985,0.04,2.1,8.7,0.02,0,0,0.01,0,0.01,0,0
3618,Other Southern Africa,1986,0.04,2.4,8.9,0.02,0,0,0.01,0,0.01,0,0
3619,Other Southern Africa,1987,0.04,2.4,8.9,0.02,0,0,0.01,0,0.01,0,0
3620,Other Southern Africa,1988,0.05,2.7,9.3,0.02,0,0,0.01,0,0.01,0,0
3621,Other Southern Africa,1989,0.05,3,9.7,0.02,0,0,0.01,0,0.02,0,0
3622,Other Southern Africa,1990,0.09,6.2,16.9,0.03,0,0,0.01,0,0.04,0,0
3623,Other Southern Africa,1991,0.09,6.2,16.8,0.03,0,0,0.02,0,0.04,0,0
3624,Other Southern Africa,1992,0.1,6.9,17.6,0.04,0,0,0.01,0,0.05,0,0
3625,Other Southern Africa,1993,0.1,7,17.2,0.04,0,0,0.01,0,0.05,0,0
3626,Other Southern Africa,1994,0.1,7.4,17.2,0.04,0,0,0.01,0,0.05,0,0
3627,Other Southern Africa,1995,0.11,7.6,18.4,0.04,0,0,0.01,0,0.06,0,0
3628,Other Southern Africa,1996,0.1,7.3,17,0.04,0,0,0.01,0,0.06,0,0
3629,Other Southern Africa,1997,0.11,7.9,17.4,0.04,0,0,0.01,0,0.06,0,0
3630,Other Southern Africa,1998,0.12,8.6,19,0.04,0,0,0.01,0,0.06,0,0
3631,Other Southern Africa,1999,0.13,8.8,20.2,0.04,0,0,0.02,0,0.07,0,0
3632,Other Southern Africa,2000,0.13,8.9,20.3,0.04,0,0,0.02,0,0.07,0,0
3633,Other Southern Africa,2001,0.14,9.1,20.4,0.04,0,0,0.02,0,0.07,0,0
3634,Other Southern Africa,2002,0.14,9,20.1,0.04,0,0,0.02,0,0.07,0,0
3635,Other Southern Africa,2003,0.14,9,20,0.04,0,0,0.02,0,0.07,0,0
3636,Other Southern Africa,2004,0.14,9.1,19.9,0.04,0,0,0.02,0,0.08,0,0
3637,Other Southern Africa,2005,0.15,9.6,21.3,0.04,0,0,0.02,0,0.08,0,0
3638,Other Southern Africa,2006,0.14,9.5,20.7,0.04,0,0,0.02,0,0.08,0,0
3639,Other Southern Africa,2007,0.15,9.8,21.2,0.04,0,0,0.02,0,0.08,0,0
3640,Other Southern Africa,2008,0.16,10.3,21.8,0.04,0,0,0.02,0,0.09,0,0
3641,Other Southern Africa,2009,0.16,10.8,22.3,0.05,0,0,0.02,0,0.09,0,0
3642,Other Southern Africa,2010,0.15,9.5,20.1,0.03,0,0,0.02,0,0.1,0,0
3643,Other Southern Africa,2011,0.17,10.9,22.4,0.04,0,0,0.02,0,0.1,0,0
3644,Other Southern Africa,2012,0.18,12.3,24.4,0.05,0,0,0.02,0,0.1,0,0
3645,Other Southern Africa,2013,0.18,12.4,24,0.05,0,0,0.02,0,0.11,0,0
3646,Other Southern Africa,2014,0.2,13.7,25.7,0.06,0,0,0.02,0,0.11,0,0
3647,Other Southern Africa,2015,0.2,13.7,25.4,0.06,0,0,0.02,0,0.12,0,0
3648,Other Southern Africa,2016,0.2,13.6,24.5,0.06,0,0,0.02,0,0.12,0,0
3649,Other Southern Africa,2017,0.21,14.5,25.7,0.07,0,0,0.02,0,0.11,0,0
3650,Other Southern Africa,2018,0.21,15.1,25.9,0.07,0,0,0.02,0,0.12,0,0
3651,Other Southern Africa,2019,0.2,14.4,24.4,0.06,0,0,0.02,0,0.12,0.01,0
3652,Other Southern Africa,2020,0.18,12.3,21.8,0.05,0,0,0.02,0,0.11,0.01,0
3653,Other Southern Africa,2021,0.2,13.9,23.2,0.06,0,0,0.02,0,0.11,0.01,0
3654,Other Southern Africa,2022,0.21,15.4,24.6,0.08,0,0,0,0,0.12,0.01,0
3655,Pakistan,1965,0.3,19.5,2.7,0.06,0.05,0,0.02,0,0.16,0,0
3656,Pakistan,1966,0.3,19.3,2.6,0.05,0.06,0,0.02,0,0.17,0,0
3657,Pakistan,1967,0.33,21.1,2.8,0.05,0.07,0,0.03,0,0.19,0,0
3658,Pakistan,1968,0.37,23.8,3.1,0.05,0.08,0,0.03,0,0.21,0,0
3659,Pakistan,1969,0.38,23.2,3,0.05,0.1,0,0.04,0,0.2,0,0
3660,Pakistan,1970,0.37,22.7,2.9,0.04,0.1,0,0.03,0,0.2,0,0
3661,Pakistan,1971,0.35,20,5.7,0.03,0.09,0,0.04,0,0.18,0,0
3662,Pakistan,1972,0.32,17.9,5.2,0.02,0.1,0,0.04,0,0.15,0,0
3663,Pakistan,1973,0.34,19,5.4,0.02,0.12,0,0.05,0,0.16,0,0
3664,Pakistan,1974,0.37,20.5,5.6,0.02,0.13,0,0.05,0.01,0.17,0,0
3665,Pakistan,1975,0.39,21.1,5.7,0.02,0.14,0,0.05,0.01,0.17,0,0
3666,Pakistan,1976,0.4,21.2,5.7,0.02,0.14,0,0.06,0.01,0.17,0,0
3667,Pakistan,1977,0.43,22.7,5.9,0.02,0.15,0,0.07,0,0.18,0,0
3668,Pakistan,1978,0.46,23.6,6.2,0.02,0.16,0,0.08,0,0.19,0,0
3669,Pakistan,1979,0.5,25.2,6.5,0.03,0.18,0,0.09,0,0.21,0,0
3670,Pakistan,1980,0.56,27.4,6.9,0.03,0.22,0,0.09,0,0.22,0,0
3671,Pakistan,1981,0.6,28.9,7.1,0.03,0.24,0,0.1,0,0.23,0,0
3672,Pakistan,1982,0.66,31.9,7.5,0.04,0.26,0,0.11,0,0.25,0,0
3673,Pakistan,1983,0.71,33.9,7.8,0.04,0.25,0,0.13,0,0.28,0,0
3674,Pakistan,1984,0.75,36.7,7.9,0.05,0.26,0,0.13,0,0.3,0,0
3675,Pakistan,1985,0.79,39.2,8.1,0.06,0.27,0,0.14,0,0.32,0,0
3676,Pakistan,1986,0.83,43.3,8.3,0.06,0.28,0,0.13,0.01,0.35,0,0
3677,Pakistan,1987,0.93,47.6,9,0.07,0.3,0,0.17,0,0.38,0,0
3678,Pakistan,1988,0.99,51.3,9.2,0.07,0.32,0,0.18,0,0.41,0,0
3679,Pakistan,1989,1.05,54.8,9.4,0.08,0.34,0,0.19,0,0.44,0,0
3680,Pakistan,1990,1.1,58.5,9.5,0.09,0.37,0,0.18,0,0.46,0,0
3681,Pakistan,1991,1.17,62.6,9.8,0.09,0.4,0,0.19,0,0.48,0,0
3682,Pakistan,1992,1.22,65.6,10,0.09,0.39,0,0.21,0.01,0.53,0,0
3683,Pakistan,1993,1.35,72.6,10.8,0.09,0.45,0,0.23,0,0.58,0,0
3684,Pakistan,1994,1.4,76.2,10.8,0.09,0.46,0,0.23,0.01,0.62,0,0
3685,Pakistan,1995,1.48,80,11.1,0.09,0.47,0,0.24,0.01,0.67,0,0
3686,Pakistan,1996,1.57,84.8,11.5,0.09,0.51,0,0.26,0,0.7,0,0
3687,Pakistan,1997,1.52,85.3,10.8,0.09,0.51,0,0.2,0,0.73,0,0
3688,Pakistan,1998,1.63,88.7,11.2,0.09,0.54,0,0.26,0,0.75,0,0
3689,Pakistan,1999,1.71,94.4,11.4,0.09,0.61,0,0.23,0,0.78,0,0
3690,Pakistan,2000,1.74,97.9,11.3,0.08,0.65,0.01,0.19,0.01,0.8,0.01,0
3691,Pakistan,2001,1.78,99,11.2,0.09,0.68,0.01,0.19,0.02,0.79,0.01,0
3692,Pakistan,2002,1.85,102.1,11.3,0.1,0.74,0.01,0.21,0.02,0.77,0.01,0
3693,Pakistan,2003,2.02,107.3,12.1,0.13,0.92,0.01,0.26,0.02,0.68,0.01,0
3694,Pakistan,2004,2.24,118.1,13.1,0.14,1.1,0.01,0.27,0.02,0.69,0.01,0
3695,Pakistan,2005,2.33,120.5,13.3,0.16,1.17,0,0.32,0.03,0.65,0,0
3696,Pakistan,2006,2.45,130.3,13.8,0.17,1.2,0,0.31,0.02,0.75,0,0
3697,Pakistan,2007,2.61,141.7,14.3,0.23,1.22,0,0.32,0.02,0.82,0,0
3698,Pakistan,2008,2.62,145.9,14.1,0.25,1.25,0,0.28,0.02,0.83,0,0
3699,Pakistan,2009,2.66,146.1,14,0.21,1.25,0,0.29,0.02,0.89,0,0
3700,Pakistan,2010,2.67,146.1,13.7,0.19,1.27,0,0.3,0.02,0.88,0,0
3701,Pakistan,2011,2.66,145.2,13.4,0.17,1.27,0,0.3,0.04,0.88,0,0
3702,Pakistan,2012,2.48,144.6,12.2,0.17,1.32,0,0.11,0.03,0.86,0,0
3703,Pakistan,2013,2.71,145.3,13.2,0.13,1.28,0,0.31,0.04,0.94,0,0
3704,Pakistan,2014,2.79,151.7,13.4,0.2,1.26,0,0.32,0.04,0.97,0.01,0
3705,Pakistan,2015,2.94,160.3,13.9,0.2,1.32,0,0.32,0.04,1.06,0.01,0.01
3706,Pakistan,2016,3.2,176.5,15,0.22,1.39,0.01,0.33,0.05,1.18,0.02,0.01
3707,Pakistan,2017,3.39,188.7,15.7,0.3,1.47,0.01,0.29,0.07,1.22,0.04,0.02
3708,Pakistan,2018,3.5,195.3,15.9,0.5,1.57,0.01,0.28,0.08,1.02,0.05,0.03
3709,Pakistan,2019,3.54,194.8,15.8,0.56,1.6,0.01,0.34,0.08,0.9,0.04,0.03
3710,Pakistan,2020,3.52,207.2,15.5,0.65,1.48,0.01,0.38,0.09,0.88,0.04,0.03
3711,Pakistan,2021,3.9,231.4,16.9,0.72,1.62,0.01,0.35,0.14,1.02,0.05,0.03
3712,Pakistan,2022,3.6,208.3,15.3,0.64,1.38,0.01,0.33,0.2,0.99,0.06,0.04
3713,Peru,1965,0.2,12.1,16.8,0,0.01,0,0.03,0,0.16,0,0
3714,Peru,1966,0.24,15,19.9,0,0.01,0,0.03,0,0.2,0,0
3715,Peru,1967,0.25,15.1,19.7,0,0.01,0,0.03,0,0.2,0,0
3716,Peru,1968,0.25,15.2,19.5,0,0.01,0,0.04,0,0.2,0,0
3717,Peru,1969,0.25,15.2,19.1,0,0.01,0,0.04,0,0.19,0,0
3718,Peru,1970,0.26,16,19.2,0,0.01,0,0.04,0,0.2,0,0
3719,Peru,1971,0.27,16,19.6,0.01,0.02,0,0.05,0,0.2,0,0
3720,Peru,1972,0.24,13.8,17.1,0.01,0.02,0,0.05,0,0.17,0,0
3721,Peru,1973,0.28,15.9,18.9,0.01,0.02,0,0.05,0,0.2,0,0
3722,Peru,1974,0.32,18.6,21.2,0.01,0.02,0,0.06,0,0.24,0,0
3723,Peru,1975,0.34,19.6,21.8,0.01,0.02,0,0.06,0,0.25,0,0
3724,Peru,1976,0.34,19.8,21.7,0.01,0.02,0,0.06,0,0.25,0,0
3725,Peru,1977,0.35,19.9,21.4,0.01,0.02,0,0.06,0,0.25,0,0
3726,Peru,1978,0.35,19.7,20.8,0.01,0.02,0,0.07,0,0.25,0,0
3727,Peru,1979,0.36,20.4,21.1,0.01,0.02,0,0.07,0,0.26,0,0
3728,Peru,1980,0.38,22,22,0.01,0.02,0,0.07,0,0.28,0,0
3729,Peru,1981,0.4,22.5,22.5,0.01,0.03,0,0.09,0,0.29,0,0
3730,Peru,1982,0.41,22.5,22.2,0.01,0.03,0,0.09,0,0.28,0,0
3731,Peru,1983,0.36,19.1,18.9,0.01,0.02,0,0.09,0,0.24,0,0
3732,Peru,1984,0.38,19.9,19.5,0,0.02,0,0.09,0,0.25,0,0
3733,Peru,1985,0.37,19,18.7,0.01,0.02,0,0.1,0,0.24,0,0
3734,Peru,1986,0.4,20.4,19.7,0.01,0.02,0,0.11,0,0.26,0,0
3735,Peru,1987,0.43,22.5,21,0.01,0.02,0,0.12,0,0.29,0,0
3736,Peru,1988,0.42,22.1,20,0.01,0.02,0,0.11,0,0.28,0,0
3737,Peru,1989,0.39,19.8,18,0.01,0.02,0,0.11,0,0.25,0,0
3738,Peru,1990,0.39,19.5,17.4,0.01,0.02,0,0.11,0,0.25,0,0
3739,Peru,1991,0.38,18.6,16.9,0.01,0.01,0,0.12,0,0.23,0,0
3740,Peru,1992,0.37,19.2,16.1,0.01,0.01,0,0.1,0,0.24,0,0
3741,Peru,1993,0.41,19.9,17.3,0.01,0.01,0,0.13,0,0.25,0,0
3742,Peru,1994,0.44,21.6,18.4,0.01,0.01,0,0.14,0,0.28,0,0
3743,Peru,1995,0.48,24.1,19.6,0.02,0.01,0,0.14,0,0.31,0,0
3744,Peru,1996,0.49,25.2,19.9,0.02,0.01,0,0.14,0,0.32,0,0
3745,Peru,1997,0.49,24.5,19.1,0.02,0.01,0,0.14,0,0.32,0,0
3746,Peru,1998,0.5,25.1,19.4,0.02,0.01,0,0.15,0,0.32,0,0
3747,Peru,1999,0.51,25.5,19.6,0.02,0.01,0,0.15,0,0.33,0,0
3748,Peru,2000,0.53,25.7,19.9,0.03,0.01,0,0.17,0,0.32,0,0
3749,Peru,2001,0.53,24.1,19.5,0.02,0.01,0,0.19,0,0.3,0,0
3750,Peru,2002,0.54,24.8,19.7,0.03,0.02,0,0.19,0,0.3,0,0
3751,Peru,2003,0.53,24.1,19.2,0.04,0.02,0,0.19,0,0.28,0,0
3752,Peru,2004,0.57,27.3,20.3,0.04,0.03,0,0.18,0,0.31,0,0
3753,Peru,2005,0.59,28.2,20.9,0.04,0.05,0,0.19,0,0.31,0,0
3754,Peru,2006,0.6,26.9,21,0.03,0.06,0,0.2,0,0.29,0.01,0
3755,Peru,2007,0.65,30.5,22.7,0.04,0.09,0,0.2,0,0.31,0.01,0
3756,Peru,2008,0.7,33.9,24.3,0.04,0.12,0.01,0.19,0,0.34,0.01,0
3757,Peru,2009,0.71,33.7,24.6,0.03,0.12,0.01,0.2,0,0.35,0.01,0
3758,Peru,2010,0.81,39,27.7,0.03,0.2,0.01,0.2,0,0.37,0.02,0
3759,Peru,2011,0.89,43.8,30.4,0.03,0.23,0.01,0.21,0,0.4,0.02,0
3760,Peru,2012,0.92,44.8,31.1,0.04,0.25,0.01,0.22,0,0.4,0.02,0
3761,Peru,2013,0.95,46,31.5,0.04,0.24,0.01,0.22,0,0.42,0.03,0
3762,Peru,2014,0.97,46.8,31.9,0.04,0.27,0.01,0.22,0,0.41,0.03,0
3763,Peru,2015,1.01,49.2,33,0.03,0.28,0.01,0.23,0,0.44,0.03,0.01
3764,Peru,2016,1.08,53.2,34.6,0.04,0.31,0,0.23,0,0.47,0.03,0.01
3765,Peru,2017,1.09,51,34.6,0.03,0.27,0,0.28,0,0.48,0.04,0.01
3766,Peru,2018,1.15,52.8,35.6,0.03,0.29,0.01,0.29,0,0.49,0.04,0.01
3767,Peru,2019,1.18,54.4,35.8,0.03,0.3,0.01,0.3,0,0.51,0.05,0.02
3768,Peru,2020,1,43.4,30.1,0.02,0.26,0.01,0.29,0,0.39,0.05,0.02
3769,Peru,2021,1.14,51.6,33.9,0.02,0.29,0.01,0.3,0,0.48,0.05,0.02
3770,Peru,2022,1.21,56.8,35.4,0.03,0.35,0.01,0.3,0,0.5,0.05,0.02
3771,Philippines,1965,0.2,13.2,6,0,0,0,0.02,0,0.18,0,0
3772,Philippines,1966,0.21,14.4,6.3,0,0,0,0.02,0,0.2,0,0
3773,Philippines,1967,0.24,16.2,6.9,0,0,0,0.02,0,0.22,0,0
3774,Philippines,1968,0.27,18.4,7.6,0,0,0,0.02,0,0.25,0,0
3775,Philippines,1969,0.29,19.7,7.9,0,0,0,0.02,0,0.27,0,0
3776,Philippines,1970,0.33,22.4,8.8,0,0,0,0.02,0,0.31,0,0
3777,Philippines,1971,0.38,26,9.8,0,0,0,0.02,0,0.36,0,0
3778,Philippines,1972,0.37,25.5,9.5,0,0,0,0.02,0,0.35,0,0
3779,Philippines,1973,0.44,29.6,10.8,0,0,0,0.03,0,0.41,0,0
3780,Philippines,1974,0.41,27.8,9.8,0,0,0,0.02,0,0.38,0,0
3781,Philippines,1975,0.44,30,10.4,0,0,0,0.02,0,0.41,0,0
3782,Philippines,1976,0.46,31,10.5,0,0,0,0.03,0,0.42,0,0
3783,Philippines,1977,0.49,34,11,0.01,0,0,0.02,0,0.46,0,0
3784,Philippines,1978,0.51,35.3,11.2,0.01,0,0,0.03,0,0.48,0,0
3785,Philippines,1979,0.54,36.3,11.3,0,0,0.01,0.03,0,0.49,0.01,0
3786,Philippines,1980,0.53,34.7,10.9,0.01,0,0.02,0.04,0,0.46,0.02,0
3787,Philippines,1981,0.52,33,10.6,0.01,0,0.04,0.04,0,0.43,0.04,0
3788,Philippines,1982,0.51,31.9,10,0.01,0,0.04,0.04,0,0.42,0.04,0
3789,Philippines,1983,0.55,33.8,10.6,0.02,0,0.05,0.04,0,0.44,0.05,0
3790,Philippines,1984,0.5,29.2,9.4,0.03,0,0.06,0.06,0,0.36,0.06,0
3791,Philippines,1985,0.49,27.5,8.9,0.05,0,0.06,0.06,0,0.32,0.06,0
3792,Philippines,1986,0.49,27.7,8.8,0.04,0,0.06,0.06,0,0.33,0.06,0
3793,Philippines,1987,0.53,32,9.3,0.04,0,0.05,0.06,0,0.39,0.05,0
3794,Philippines,1988,0.59,35.1,10,0.05,0,0.05,0.07,0,0.42,0.05,0
3795,Philippines,1989,0.64,37.8,10.6,0.04,0,0.06,0.07,0,0.47,0.06,0
3796,Philippines,1990,0.68,41.1,11,0.05,0,0.06,0.06,0,0.5,0.06,0
3797,Philippines,1991,0.66,41.5,10.5,0.06,0,0.06,0.05,0,0.49,0.06,0
3798,Philippines,1992,0.71,45.5,11,0.06,0,0.06,0.05,0,0.55,0.06,0
3799,Philippines,1993,0.78,50.2,11.8,0.06,0,0.06,0.05,0,0.61,0.06,0
3800,Philippines,1994,0.81,51.5,12,0.06,0,0.06,0.06,0,0.62,0.06,0
3801,Philippines,1995,0.93,59.9,13.4,0.07,0,0.06,0.07,0,0.73,0.06,0
3802,Philippines,1996,1,64.8,14.1,0.09,0,0.07,0.07,0,0.76,0.07,0
3803,Philippines,1997,1.09,72,15,0.11,0,0.07,0.06,0,0.84,0.07,0
3804,Philippines,1998,1.08,71.6,14.6,0.12,0,0.09,0.05,0,0.82,0.09,0
3805,Philippines,1999,1.1,69.2,14.4,0.14,0,0.11,0.08,0,0.76,0.11,0
3806,Philippines,2000,1.11,69.5,14.2,0.19,0,0.12,0.08,0,0.71,0.12,0
3807,Philippines,2001,1.08,69.7,13.6,0.19,0,0.11,0.08,0,0.71,0.11,0
3808,Philippines,2002,1.09,68.8,13.4,0.18,0.06,0.1,0.07,0,0.67,0.1,0
3809,Philippines,2003,1.12,70.6,13.5,0.18,0.09,0.1,0.08,0,0.67,0.1,0
3810,Philippines,2004,1.15,72.2,13.6,0.19,0.09,0.1,0.09,0,0.68,0.1,0
3811,Philippines,2005,1.15,73.3,13.4,0.22,0.11,0.1,0.09,0,0.63,0.1,0
3812,Philippines,2006,1.1,67.6,12.5,0.21,0.11,0.1,0.1,0,0.58,0.1,0
3813,Philippines,2007,1.14,71.6,12.7,0.23,0.13,0.1,0.09,0,0.6,0.1,0
3814,Philippines,2008,1.18,73.9,12.9,0.27,0.13,0.1,0.1,0,0.57,0.11,0
3815,Philippines,2009,1.19,74.6,12.8,0.25,0.13,0.1,0.1,0,0.6,0.11,0
